cluster,country,question,answer
1198,Denmark,Which Denmark player shielded Christian Eriksen at Euro 2020?,Simon Kjær
1199,Denmark,Which Danish forward was a key player at Euro 2020?,Martin Braithwaite
1199,Denmark,Which Danish forward was a key starter at Euro 2020?,Martin Braithwaite
1199,Denmark,Which Denmark forward was a key player at Euro 2020?,Martin Braithwaite
1200,Denmark,Which Denmark player heroically organised medical aid for Eriksen at Euro 2020?,Simon Kjær
1200,Denmark,Which Denmark player organised medical aid for Christian Eriksen at Euro 2020?,Simon Kjær
1200,Denmark,Which Denmark teammate organised medical aid for Christian Eriksen at Euro 2020?,Simon Kjær
1201,Denmark,Which Denmark captain was nominated for the 2021 Ballon d'Or?,Simon Kjær
1201,Denmark,Which Denmark defender was nominated for the 2021 Ballon d'Or?,Simon Kjær
1201,Denmark,Which Denmark player was nominated for the 2021 Ballon d'Or?,Simon Kjær
1202,Denmark,Which Denmark forward scored a brace at Euro 2020?,Kasper Dolberg
1202,Denmark,Which Denmark player scored a brace against Wales at Euro 2020?,Kasper Dolberg
1202,Denmark,"Which Denmark player scored a brace at Euro 2020, unlike Poulsen?",Kasper Dolberg
1202,Denmark,Which Denmark player scored a brace at Euro 2020?,Kasper Dolberg
1202,Denmark,Which Denmark player scored a brace versus Wales at Euro 2020?,Kasper Dolberg
1202,Denmark,Which Denmark player scored a brace vs Wales at Euro 2020?,Kasper Dolberg
1203,Denmark,Which Denmark player had a cardiac arrest at Euro 2020?,Christian Eriksen
1203,Denmark,Which Denmark player suffered a cardiac arrest against Finland at Euro 2020?,Christian Eriksen
1203,Denmark,Which Denmark player suffered a cardiac arrest at Euro 2020?,Christian Eriksen
1203,Denmark,Which Denmark player suffered a cardiac arrest at the Euro 2020 opener?,Christian Eriksen
1203,Denmark,Which Denmark player survived a cardiac arrest at Euro 2020?,Christian Eriksen
1203,Denmark,Which Denmark player survived a cardiac arrest during Euro 2020?,Christian Eriksen
1204,Denmark,Which nation won Denmark's UEFA Euro 2020 qualifying group?,Switzerland
1204,Denmark,Which team won Denmark's UEFA Euro 2020 qualifying group?,Switzerland
1205,Denmark,Which nation did Denmark lose to in the Euro 2020 semi-finals?,England
1205,Denmark,Which team did Denmark lose to in the Euro 2020 semi-finals?,England
1206,Denmark,Which England player scored a controversial penalty against Denmark at Euro 2020?,Harry Kane
1206,Denmark,Which England player scored the controversial penalty against Denmark at Euro 2020?,Harry Kane
1206,Denmark,Which England player scored the decisive penalty against Denmark at Euro 2020?,Harry Kane
1207,Denmark,Which nation did Denmark beat in the Euro 2020 quarter-final?,Czech Republic
1207,Denmark,Which nation did Denmark defeat in the Euro 2020 quarter-final?,Czech Republic
1207,Denmark,Which nation did Denmark defeat in the Euro 2020 quarter-finals?,Czech Republic
1207,Denmark,Which team did Denmark beat in the Euro 2020 quarter-final?,Czech Republic
1207,Denmark,Which team did Denmark beat in the Euro 2020 quarter-finals?,Czech Republic
1207,Denmark,Which team did Denmark defeat in the Euro 2020 quarter-final?,Czech Republic
1208,Denmark,"From 2016 to 2018, how many games was Denmark's unbeaten run under Åge Hareide?",34 matches
1208,Denmark,How many matches long was Denmark's unbeaten run under Åge Hareide from 2016 to 2018?,34 matches
1208,Denmark,"Under Åge Hareide, Denmark's unbeaten run lasted how many matches from 2016 to 2018?",34 matches
1209,Denmark,Which Denmark goalkeeper provided experience for the 2026 World Cup cycle?,Kasper Schmeichel
1209,Denmark,Which Denmark goalkeeper provides experience for the 2026 World Cup cycle?,Kasper Schmeichel
1210,Denmark,Under which Denmark manager did the team go unbeaten for 34 matches from 2016 to 2018?,Åge Hareide
1210,Denmark,Under which manager did Denmark go 34 matches unbeaten from 2016 to 2018?,Åge Hareide
1211,Denmark,Which Danish club is the most successful from Denmark in European competition?,FC Copenhagen
1211,Denmark,Which Danish club is the most successful in European competition?,FC Copenhagen
1211,Denmark,Which Danish club is their most successful in European competition?,FC Copenhagen
1212,Denmark,Denmark lost by what score to Germany in the Euro 2024 round of 16?,2-0
1212,Denmark,What was the score when Denmark lost to Germany in the Euro 2024 round of 16?,2-0
1213,Denmark,In which World Cup year did Christian Eriksen return for Denmark?,2022
1213,Denmark,In which year did Christian Eriksen return for Denmark at the World Cup?,2022
1214,Denmark,Which nation eliminated Denmark from the Euro 2024 round of 16?,Germany
1214,Denmark,Which nation eliminated Denmark in the Euro 2024 round of 16?,Germany
1214,Denmark,Which team beat Denmark in the Euro 2024 round of 16?,Germany
1214,Denmark,Which team eliminated Denmark in the Euro 2024 round of 16?,Germany
1215,Denmark,Which team did Denmark NOT beat during their emotional Euro 2020 run?,England
1215,Denmark,Which team did Denmark NOT defeat during their emotional Euro 2020 run?,England
1216,Denmark,Which Denmark striker is the primary choice for the 2026 World Cup cycle?,Rasmus Højlund
1216,Denmark,Which Denmark striker was appointed primary for the 2026 World Cup cycle?,Rasmus Højlund
1216,Denmark,Which Denmark striker was the primary choice for the 2026 World Cup cycle?,Rasmus Højlund
1216,Denmark,Which Denmark striker was the primary forward for the 2026 World Cup cycle?,Rasmus Højlund
1217,Denmark,Which Danish wing-back scored multiple goals at Euro 2020?,Joakim Mæhle
1217,Denmark,Which Denmark wing-back scored multiple goals at Euro 2020?,Joakim Mæhle
1218,Denmark,Which Danish striker is a key player for the 2026 World Cup cycle?,Rasmus Højlund
1218,Denmark,Which Danish striker is key for the 2026 World Cup cycle?,Rasmus Højlund
1219,Denmark,Which nation beat Denmark in the Euro 2020 semi-final?,England
1219,Denmark,Which team beat Denmark in the Euro 2020 semi-final?,England
1219,Denmark,Which team eliminated Denmark in the Euro 2020 semi-final?,England
1220,Denmark,At which stadium did Denmark lose their Euro 2020 semi-final to England?,Wembley
1220,Denmark,At which stadium did Denmark lose their Euro 2020 semi-final?,Wembley
1221,Denmark,In which year was Denmark's Simon Kjær nominated for the Ballon d'Or for his on-pitch heroics?,2021
1221,Denmark,In which year was Denmark's Simon Kjær nominated for the Ballon d'Or?,2021
1222,Denmark,Which Danish player scored a free kick at Euro 2020 but not in the 2022 World Cup?,Mikkel Damsgaard
1222,Denmark,Which Denmark player scored a free kick at Euro 2020 but not the 2022 World Cup?,Mikkel Damsgaard
1223,Denmark,Which World Cup edition did Denmark fail to qualify for?,The 2014 World Cup
1223,Denmark,Which World Cup tournament did Denmark fail to qualify for?,The 2014 World Cup
1224,Denmark,Which Denmark manager led them to the Euro 2020 semi-final?,Kasper Hjulmand
1224,Denmark,"Which Denmark manager, appointed in 2020, led them to the Euro 2020 semi-final?",Kasper Hjulmand
1225,Denmark,"At Euro 2020, which team did Denmark beat 4-1?",Russia
1225,Denmark,Which nation did Denmark beat 4-1 at Euro 2020?,Russia
1226,Denmark,Which team did Denmark beat in a 2018 World Cup UEFA playoff?,Republic of Ireland
1226,Denmark,Which team did Denmark beat in the 2018 World Cup UEFA playoff?,Republic of Ireland
1226,Denmark,Which team did Denmark beat in their 2018 World Cup UEFA playoff?,Republic of Ireland
1227,Denmark,Which Denmark player scored two goals against Wales at Euro 2020?,Kasper Dolberg
1227,Denmark,Which Denmark player scored two goals versus Wales at Euro 2020?,Kasper Dolberg
1227,Denmark,Which Denmark striker scored two goals against Wales at Euro 2020?,Kasper Dolberg
1228,Denmark,Which nation eliminated Denmark at the 2022 FIFA World Cup?,Australia
1228,Denmark,Which team eliminated Denmark at the 2022 FIFA World Cup?,Australia
1229,Denmark,"At the 2022 World Cup, which Denmark centre-back played for Barcelona?",Andreas Christensen
1229,Denmark,Which Danish centre-back at the 2022 World Cup played for Barcelona?,Andreas Christensen
1229,Denmark,Which Denmark centre-back at the 2022 World Cup plays for Barcelona?,Andreas Christensen
1230,Denmark,"At Euro 2020, which Denmark player scored twice against Wales?",Kasper Dolberg
1230,Denmark,Which Denmark player scored twice at Euro 2020?,Kasper Dolberg
1231,Denmark,Which Denmark player collapsed during their Euro 2020 opener against Finland?,Christian Eriksen
1231,Denmark,Which Denmark player collapsed in their Euro 2020 opener against Finland?,Christian Eriksen
1232,Denmark,Which nation beat Denmark in the 2010 World Cup group stage?,The Netherlands
1232,Denmark,Which nation defeated Denmark in the 2010 World Cup group stage?,The Netherlands
1232,Denmark,Which team beat Denmark in the 2010 World Cup group stage?,The Netherlands
1233,Denmark,Which two nations beat Denmark in the 2010 World Cup group stage?,Netherlands and Japan
1233,Denmark,Which two teams beat Denmark in the 2010 World Cup group stage?,Netherlands and Japan
1234,Denmark,Which Danish player was a Ballon d'Or nominee in 2021?,Simon Kjær
1234,Denmark,Which Denmark player was a Ballon d'Or nominee in 2021?,Simon Kjær
1235,Denmark,Denmark's 2018 World Cup playoff win over Ireland was by what aggregate score?,5-1 on aggregate
1235,Denmark,"In 2018 World Cup qualifying, what was Denmark's playoff aggregate win over Ireland?",5-1 on aggregate
1235,Denmark,What was Denmark's aggregate score in their 2018 World Cup playoff win over Ireland?,5-1 on aggregate
1236,Denmark,Which nation finished ahead of Denmark in their Euro 2020 qualifying group?,Switzerland
1236,Denmark,Which team finished ahead of Denmark in their Euro 2020 qualifying group?,Switzerland
1237,Denmark,Which team finished above Denmark in Euro 2020 qualifying?,Switzerland
1237,Denmark,Which team finished above Denmark in their Euro 2020 qualifying group?,Switzerland
1238,Denmark,Which Denmark captain's 2021 Ballon d'Or nomination followed a life-saving on-pitch act?,Simon Kjær
1238,Denmark,Which Denmark captain's 2021 Ballon d'Or nomination followed a lifesaving act?,Simon Kjær
1239,Denmark,Which Denmark manager reached the Euro 2020 semi-final?,Kasper Hjulmand
1239,Denmark,"Which Denmark manager, appointed in 2020, reached the Euro 2020 semi-final?",Kasper Hjulmand
1240,Denmark,"In the 2018 World Cup, which team beat Denmark on penalties?",Croatia
1240,Denmark,"In the 2018 World Cup, which team eliminated Denmark on penalties?",Croatia
1241,Denmark,Which Denmark captain shielded Eriksen and organised medics at Euro 2020?,Simon Kjær
1241,Denmark,Which Denmark player shielded Eriksen and organised medics at Euro 2020?,Simon Kjær
1242,Denmark,Which Danish goalkeeper had over 90 caps by the 2022 World Cup?,Kasper Schmeichel
1242,Denmark,Which Denmark goalkeeper had over 90 caps by the 2022 World Cup?,Kasper Schmeichel
1243,Denmark,Which nation beat Denmark 2-1 in the Euro 2020 semi-final?,England
1243,Denmark,Which team beat Denmark 2-1 in the Euro 2020 semi-final?,England
1244,Denmark,Which Danish forward was key at the 2018 FIFA World Cup?,Yussuf Poulsen
1244,Denmark,Which Denmark forward was key at the 2018 FIFA World Cup?,Yussuf Poulsen
1245,Denmark,Which Denmark captain saved Christian Eriksen's life at Euro 2020?,Simon Kjær
1245,Denmark,Which Denmark player saved Christian Eriksen's life at Euro 2020?,Simon Kjær
1246,Denmark,"In Denmark's 2026 World Cup cycle, who is their primary striker?",Rasmus Højlund
1246,Denmark,"In Denmark's 2026 World Cup planning, who is their primary striker?",Rasmus Højlund
1247,Denmark,Which nation did Denmark beat in a 2018 World Cup qualifying playoff?,Republic of Ireland
1247,Denmark,Which nation did Denmark beat in their 2018 World Cup qualifying playoff?,Republic of Ireland
1248,Denmark,Which nation eliminated Denmark from the 2022 FIFA World Cup group stage?,Australia
1248,Denmark,Which team eliminated Denmark from the 2022 FIFA World Cup group stage?,Australia
1249,Denmark,Which Denmark player's cardiac arrest at Euro 2020 emotionally fuelled their semi-final run?,Christian Eriksen
1249,Denmark,Which Denmark player's cardiac arrest emotionally fuelled their Euro 2020 run?,Christian Eriksen
1250,Denmark,Which Danish forward was a key player at the 2018 World Cup?,Yussuf Poulsen
1250,Denmark,Which Danish forward was a key starter at the 2018 World Cup?,Yussuf Poulsen
1251,Ecuador,Which Ecuador centre-back became a key player for the 2026 World Cup cycle?,Piero Hincapié
1251,Ecuador,Which Ecuador centre-back emerged as a key player for the 2026 World Cup cycle?,Piero Hincapié
1252,Ecuador,Which Ecuador player was his nation's all-time top scorer at the 2022 FIFA World Cup?,Enner Valencia
1252,Ecuador,Which Ecuador player was their all-time top scorer at the 2022 FIFA World Cup?,Enner Valencia
1253,Ecuador,Which manager led Ecuador's squad at the 2014 FIFA World Cup?,Reinaldo Rueda
1253,Ecuador,Which manager led the Ecuadorian squad at the 2014 FIFA World Cup?,Reinaldo Rueda
1254,Ecuador,Which World Cup did manager Gustavo Alfaro lead Ecuador at?,The 2022 World Cup
1254,Ecuador,Which World Cup did manager Gustavo Alfaro lead Ecuador to?,The 2022 World Cup
1255,Ecuador,Ecuador drew 1-1 with which European nation at the 2022 World Cup?,Netherlands
1255,Ecuador,Which nation drew 1-1 with Ecuador at the 2022 FIFA World Cup?,Netherlands
1255,Ecuador,Which team drew 1-1 with Ecuador at the 2022 FIFA World Cup?,Netherlands
1256,Ecuador,Which team beat Ecuador in their decisive 2022 World Cup group match?,Senegal
1256,Ecuador,Which team defeated Ecuador in the decisive 2022 World Cup group match?,Senegal
1256,Ecuador,Which team defeated Ecuador in their decisive 2022 World Cup group match?,Senegal
1257,Ecuador,Who led Ecuador's impressive qualification for the 2022 FIFA World Cup?,Gustavo Alfaro
1257,Ecuador,Who managed Ecuador's impressive qualification for the 2022 FIFA World Cup?,Gustavo Alfaro
1258,Ecuador,"Which Ecuador home stadium's 2,850m altitude aided their 2022 World Cup qualification?",Estadio Rodrigo Paz Delgado
1258,Ecuador,Which Ecuador home stadium's high altitude aided their 2022 World Cup qualification?,Estadio Rodrigo Paz Delgado
1258,Ecuador,Which Ecuador home venue's 2850m altitude aided their 2022 World Cup qualification?,Estadio Rodrigo Paz Delgado
1259,Ecuador,Which Ecuador manager led the team at the 2022 World Cup?,Gustavo Alfaro
1259,Ecuador,Which Ecuador manager led the team to the 2022 World Cup?,Gustavo Alfaro
1259,Ecuador,Which manager guided Ecuador at the 2022 FIFA World Cup?,Gustavo Alfaro
1259,Ecuador,Which manager guided Ecuador to qualify for the 2022 FIFA World Cup?,Gustavo Alfaro
1259,Ecuador,Which manager guided Ecuador to the 2022 FIFA World Cup?,Gustavo Alfaro
1259,Ecuador,Which manager led Ecuador to qualify for the 2022 FIFA World Cup?,Gustavo Alfaro
1259,Ecuador,Which manager led Ecuador to the 2022 FIFA World Cup?,Gustavo Alfaro
